"annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at"
41,"1","2025-06-06T13:08:19.369317Z",3868,18.872999999999998,"other","{qID 3HJ1EVZS2OHQYRMXWUCK4177UA4R37-1, sentence Rebecca picked up Amy to carpool to work every day, so _ asked for some gas money., option1 Rebecca, option2 Amy, answer 1}","2025-06-06T13:08:19.369337Z"
42,"1","2025-06-06T13:08:20.200489Z",3869,11.649,"hesitation, question, advice","{qID 3BDORL6HKKBEBRIGPNNLX4B158XCRH-2, sentence Jennifer discreetly admitted to Erin that she didn't know how to apply eye shadow.  _ was reassuring., option1 Jennifer, option2 Erin, answer 2}","2025-06-06T13:08:20.200509Z"
43,"1","2025-06-06T13:08:21.004920Z",3870,9.375,"Failure","{qID 34D9ZRXCYT8HDGK24W3Z9HEIG7ISAG-1, sentence The employees threw a party and drank so much alcohol that they could not go into work the next day. The _ was loud., option1 party, option2 alcohol, answer 1}","2025-06-06T13:08:21.004941Z"
44,"1","2025-06-06T13:08:21.786682Z",3871,12.087,"comparison of performance, road to sucess","{qID 39WSF6KUV2JQBCAETMCCTX6ZAD1OEF-2, sentence Once in Poland, Dennis enjoyed the trip more than Jason because _ had a shallow understanding of the Polish language., option1 Dennis, option2 Jason, answer 2}","2025-06-06T13:08:21.786703Z"
45,"1","2025-06-06T13:08:22.603267Z",3872,24.509999999999998,"performance, sucess, competence","{qID 3CMV9YRYP5F5AWSGETJBQU35DCRLJJ-1, sentence The house Benjamin designed for Joseph was beautiful, so _ used it in his portfolio., option1 Benjamin, option2 Joseph, answer 1}","2025-06-06T13:08:22.603305Z"
46,"1","2025-06-06T13:08:23.428878Z",3873,8.062,"other","{qID 3YLTXLH3DF4KGMDHYNXX3082HG2HPN-2, sentence John poured the entire bowl of fish into the hot pan on the stove until the _ was full., option1 bowl, option2 pan, answer 2}","2025-06-06T13:08:23.428901Z"
47,"1","2025-06-06T13:08:24.269383Z",3874,14.064,"Failure","{qID 3L1EFR8WWVJU4S5B66P06NKJLV1F9S-2, sentence Sue wanted to practice meditation so she went to the gym with her class but the _ was too busy., option1 class, option2 gym, answer 2}","2025-06-06T13:08:24.269407Z"
48,"1","2025-06-06T13:08:25.153432Z",3875,6.752,"other","{qID 3MDKGGG61QL2BPM7JLFDBJK9SLJ6TJ-2, sentence Natalie thinks emeralds are beautiful gems but Betty does not. _ bought a necklace featuring a big diamond., option1 Natalie, option2 Betty, answer 2}","2025-06-06T13:08:25.153471Z"
49,"1","2025-06-06T13:08:26.065487Z",3876,38.09,"other","{qID 3XEIP58NL21VABXKWFMXEORVWA4ZLI-1, sentence Aaron hung his hunting rifle over the hearth after the most recent trip ended up with Benjamin making the fatal shot.  _ was happy for him., option1 Aaron, option2 Benjamin, answer 1}","2025-06-06T13:08:26.065524Z"
50,"1","2025-06-06T13:08:27.195124Z",3877,9.906,"comparison of performance, road to sucess","{qID 3K3G488TR26T05U1XYBDE8VMH5FQ5S-2, sentence Kevin is far more physically versatile than Nick, because _ is an injured athlete in bed., option1 Kevin, option2 Nick, answer 2}","2025-06-06T13:08:27.195148Z"
51,"1","2025-06-06T13:08:27.992874Z",3878,12.479000000000001,"comparison of performance, road to sucess","{qID 3DQYSJDTYL9D5LO6UDZ8CAXSMH5XES-1, sentence Adam put handwash only clothes in the washer but Aaron washed them by hand as _ was lazy., option1 Adam, option2 Aaron, answer 1}","2025-06-06T13:08:27.992898Z"
52,"1","2025-06-06T13:08:29.164236Z",3879,6.638999999999999,"other","{qID 3QGHA0EA0JY09I7WAH1W9JD0AKWWBC-2, sentence Kyle loves the flavor of apricots but Matthew likes plums better. _ couldn't wait for plum season., option1 Kyle, option2 Matthew, answer 2}","2025-06-06T13:08:29.164257Z"
53,"1","2025-06-06T13:08:29.863873Z",3880,11.058,"comparison of performance, road to sucess","{qID 3RTFSSG7T84CMRT81UQQNM95RWELWX-2, sentence Derrick was unable to stay focused at work unlike Justin, because _ had a fun job., option1 Derrick, option2 Justin, answer 2}","2025-06-06T13:08:29.863914Z"
54,"1","2025-06-06T13:08:30.684980Z",3881,8.556999999999999,"hesitation, question, advice","{qID 3Z33IC0JC0K460SUMNI4WBZWKULV9S-2, sentence Avery was debating on taking up German instead of Latin, because the _ was newer., option1 Latin, option2 German, answer 2}","2025-06-06T13:08:30.685006Z"
55,"1","2025-06-06T13:08:31.503207Z",3882,10.31,"relationship, helping","{qID 31JUPBOORN21WQXQ3RAK966J43ML8G-2, sentence Kayla dated many more people at once than Betty, because _ was in an open relationship., option1 Kayla, option2 Betty, answer 2}","2025-06-06T13:08:31.503230Z"
56,"1","2025-06-06T13:08:32.328221Z",3883,11.569,"performance, sucess, competence","{qID 3WKGUBL7SZK0DPAOROK7SUQE73EL4A-1, sentence Steven proudly showed Michael the mangoes he grew himself all this summer.  _ is hardworking., option1 Steven, option2 Michael, answer 1}","2025-06-06T13:08:32.328270Z"
57,"1","2025-06-06T13:08:33.167430Z",3884,7.338,"other","{qID 3QGTX7BCHRGH8MUZ4S6QXZVYAK4Z5U-1, sentence The letter that Joel has written is being read by Adam, so _ is the writer., option1 Joel, option2 Adam, answer 1}","2025-06-06T13:08:33.167453Z"
58,"1","2025-06-06T13:08:33.910593Z",3885,7.698,"comparison of performance, road to sucess","{qID 3P4ZBJFX2XH5GOIJZHZSK7STICEFW3-1, sentence Kyle was more comfortable speaking in front of large groups than Nick, because _ had taken public speaking courses in college., option1 Kyle, option2 Nick, answer 1}","2025-06-06T13:08:33.910617Z"
59,"1","2025-06-06T13:08:34.697931Z",3886,6.883,"hesitation, question, advice","{qID 34OWYT6U3WFZKU8UNGJLHM92CQ3I9S-2, sentence In the lagoon Emily swam in the nude while Felicia opted for a full body swimsuit. _ was very hesitant with showing their body., option1 Emily, option2 Felicia, answer 2}","2025-06-06T13:08:34.697971Z"
60,"1","2025-06-06T13:08:35.548957Z",3887,14.542,"other","{qID 33K3E8REWWTWWKEFHAD8K016GUUX8H-2, sentence Sarah Jane's watch smashed when the book hit it since the _ was too strong., option1 watch, option2 book, answer 2}","2025-06-06T13:08:35.548978Z"
61,"1","2025-06-06T13:08:36.394139Z",3888,25.667,"other","{qID 3WPCIUYH1A61WY1MT8NRHPU19DUTDY-1, sentence Joseph had to have well manicured nails for work, but not Kevin, because _ worked at a bank., option1 Joseph, option2 Kevin, answer 1}","2025-06-06T13:08:36.394159Z"
62,"1","2025-06-06T13:09:50.517011Z",3889,11.794,"comparison of performance, road to sucess","{qID 3XAOZ9UYR1596CSPG9L13G6DTFDQ10-2, sentence While out playing golf, Dennis fell in the mud, but Christopher kept their balance because _ had spiked shoes on., option1 Dennis, option2 Christopher, answer 2}","2025-06-06T13:09:50.517032Z"
63,"1","2025-06-06T13:09:51.499516Z",3890,24.523999999999997,"Failure","{qID 3G9UA71JVX86VB3EAZI17PL5KCMJ7G-2, sentence I couldn't control the moisture like I controlled the rain, because the _ was coming in at one spot., option1 moisture, option2 rain, answer 2}","2025-06-06T13:09:51.499567Z"
64,"1","2025-06-06T13:09:52.332681Z",3891,8.843,"other","{qID 3R6RZGK0XHQY1QZ9EXMKNQGWJ4SVYG-1, sentence Leslie was fascinated with collecting new shoes compared to Derrick, because _ loved fashion trends., option1 Leslie, option2 Derrick, answer 1}","2025-06-06T13:09:52.332708Z"
65,"1","2025-06-06T13:09:53.013643Z",3892,11.270000000000001,"other","{qID 3SU800BH886PF9JNIXVLEIBA4ORQU4-2, sentence Jessica thought Sandstorm was the greatest song ever written but Patricia hated it. _ bought a ticket to the jazz concert., option1 Jessica, option2 Patricia, answer 2}","2025-06-06T13:09:53.013817Z"
66,"1","2025-06-06T13:09:53.676220Z",3893,7.598999999999999,"other","{qID 3EHVO81VN5JHZUUFDLM724Q4E0O1HV-2, sentence Bill poured the entire bowl of cheese snack into his mouth until the _ was empty., option1 mouth, option2 bowl, answer 2}","2025-06-06T13:09:53.676242Z"
67,"1","2025-06-06T13:09:54.247458Z",3894,32.876999999999995,"Failure","{qID 3126F2F5F818WCMF8MPRIXBPP0LEPF-2, sentence Ben played soccer and bowling every week. However, it was easy for him to play in the _ game because he hurt his arm., option1 bowling, option2 soccer, answer 2}","2025-06-06T13:09:54.247480Z"
68,"1","2025-06-06T13:09:55.406147Z",3895,7.451,"comparison of performance, road to sucess","{qID 3J94SKDEKINZBWQWSC5TE9ONT9BD5S-1, sentence Nick had a bigger dog than Craig because _ fed their dog much more food., option1 Nick, option2 Craig, answer 1}","2025-06-06T13:09:55.406181Z"
69,"1","2025-06-06T13:09:56.090347Z",3896,7.922,"comparison of performance, road to sucess","{qID 33CLA8O0MI9LE32QGPDM5AW4X5DRFU-1, sentence There was more shade in the yard of Christine than there was in the yard of Victoria because _ had more plants., option1 Christine, option2 Victoria, answer 1}","2025-06-06T13:09:56.090548Z"
70,"1","2025-06-06T13:09:56.716748Z",3897,17.894000000000002,"other","{qID 3OND0WXMHYTVDKNY97TM1MX6R3AHE7-2, sentence Kyle loves chocolate and candy and Steven loves pickles and lemons. _ loves sour foods., option1 Kyle, option2 Steven, answer 2}","2025-06-06T13:09:56.716768Z"
71,"1","2025-06-06T13:09:57.357196Z",3898,9.743,"comparison of performance, road to sucess","{qID 3MA5N0ATTC912LBQGUEP8MWQ2XXKWJ-2, sentence Since Benjamin ate unhealthy desserts far more frequently than Brett, _ had strong will power., option1 Benjamin, option2 Brett, answer 2}","2025-06-06T13:09:57.357216Z"
72,"1","2025-06-06T13:09:57.956282Z",3899,37.727000000000004,"performance, sucess, competence","{qID 3QHITW7OYO7Q6B6ISU2UMJB89I2AQ2-1, sentence Eric asked Michael on a date to go to the movies on Friday night because _ was very confident., option1 Eric, option2 Michael, answer 1}","2025-06-06T13:09:57.956304Z"
73,"1","2025-06-06T13:09:58.554907Z",3900,6.474,"other","{qID 3M4KL7H8KVL125AYH2V35D1E5OH167-2, sentence Amy hated the smell of bleach, but still Kayla used it all the time to clean so _ tries to use it less., option1 Amy, option2 Kayla, answer 2}","2025-06-06T13:09:58.554929Z"
74,"1","2025-06-06T13:09:59.173789Z",3901,12.196,"other","{qID 3R5OYNIC2C7ALV4CYHEMHJBQSB1PTB-2, sentence Eric looked at Neil in shock and started to react violently because _ lied to him., option1 Eric, option2 Neil, answer 2}","2025-06-06T13:09:59.173810Z"
75,"1","2025-06-06T13:10:00.637707Z",3902,22.584999999999997,"comparison of performance, road to sucess","{qID 3PN6H8C9R4OWH22DN8WAMK49Q47DAW-2, sentence Matthew made sure to use an oil lubricant when expanding his piercing, unlike Jeffrey, so the painful experience from _ made a lot of sense., option1 Matthew, option2 Jeffrey, answer 2}","2025-06-06T13:10:00.637743Z"
76,"1","2025-06-06T13:10:01.271152Z",3903,48.562,"hesitation, question, advice","{qID 3XWUWJ18TN4H72Q4Z6FQOJ8Z7XHUU9-2, sentence Samantha brought a get well card to the hospital but Emily forgot to because _ was preoccupied., option1 Samantha, option2 Emily, answer 2}","2025-06-06T13:10:01.271176Z"
77,"1","2025-06-06T13:10:02.159032Z",3904,6.627999999999999,"relationship, helping","{qID 3ZXNP4Z39TZCQ1REDKUEN4YXNY17L9-2, sentence Jessica took off the gloves and gave them to Katrina because _ 's hands were cold., option1 Jessica, option2 Katrina, answer 2}","2025-06-06T13:10:02.159079Z"
78,"1","2025-06-06T13:10:03.845664Z",3905,25.673000000000002,"comparison of performance, road to sucess","{qID 306W7JMRYYWPJHBECELQV3AESDU8BA-2, sentence The lawsuit bankrupted the company, causing Megan to be let go from their job while Mary was promoted. _ felt relieved and elated., option1 Megan, option2 Mary, answer 2}","2025-06-06T13:10:03.845694Z"
79,"1","2025-06-06T13:10:04.459488Z",3906,5.976999999999999,"comparison of performance, road to sucess","{qID 3YZ7A3YHR77K7A8L90CI16YWOEW5S8-1, sentence John's certification was less important that Jim's degree because the _ was from a minor University., option1 certification, option2 degree, answer 1}","2025-06-06T13:10:04.459522Z"
80,"1","2025-06-06T13:10:05.117738Z",3907,10.795,"relationship, helping","{qID 3ZG552ORAOI80562LCFPEMFR4LT2VU-2, sentence They opted not to go to the dance but to the movie instead, the _ seemed like a proper destination for their date., option1 dance, option2 movie, answer 2}","2025-06-06T13:10:05.117763Z"
81,"1","2025-06-06T13:10:05.703791Z",3908,13.087,"other","{qID 3D0LPO3EADD3B6QCDL06SYMNLVWOY8-1, sentence The thermostat showed that it was twenty degrees cooler downstairs than it was upstairs, so Byron stayed in the _ because he was hot., option1 downstairs, option2 upstairs, answer 1}","2025-06-06T13:10:05.703812Z"
82,"1","2025-06-06T13:10:06.295785Z",3909,19.084,"performance, sucess, competence","{qID 3NZ1E5QA61FLQORJYEQNBHOVJVI5BM-1, sentence Michael wanted to take Craig out on the water in his new boat. _ said it would be fun to show him the ropes., option1 Michael, option2 Craig, answer 1}","2025-06-06T13:10:06.295888Z"
83,"1","2025-06-06T13:10:06.951454Z",3910,36.942,"other","{qID 3LAZVA75NIPYGWYY02HBRWXADAS2O8-2, sentence Come over here and take a look at my scalp today  Natalie told Katrina, _ hates providing her  opinion., option1 Natalie, option2 Katrina, answer 2}","2025-06-06T13:10:06.951475Z"
84,"1","2025-06-06T13:10:07.608860Z",3911,15.534,"other","{qID 3421H3BM9CVA9UR7PWGLLLCBE2HJ9Y-1, sentence The sushi rotted on the counter unless it was put in the cooler, as the _ exposed it to contamination., option1 counter, option2 cooler, answer 1}","2025-06-06T13:10:07.608974Z"
85,"1","2025-06-06T13:10:08.230126Z",3912,41.095,"other","{qID 3WRBLBQ2GTMIMYDTHUCPVXJ2JTP0GS-1, sentence The contract could not be drafted at the business during that day because the _ was too small to care about., option1 contract, option2 business, answer 1}","2025-06-06T13:10:08.230147Z"
86,"1","2025-06-06T13:10:09.321264Z",3913,8.957,"performance, sucess, competence","{qID 3I7KR83SNCR5KEXP7HGXM0COUXGK9A-1, sentence Laura always had more motivation in life and achieving goals than Katrina, as _ was optimistic., option1 Laura, option2 Katrina, answer 1}","2025-06-06T13:10:09.321297Z"
87,"1","2025-06-06T13:10:10.019807Z",3914,11.004,"other","{qID 3MZ3TAMYTLL5OU4GHXJ7879WIBGRIT-2, sentence Ben had to either stop eating chocolates or nuts. He chose to stop eating the _ because they were savory., option1 chocolates, option2 nuts, answer 2}","2025-06-06T13:10:10.019864Z"
88,"1","2025-06-06T13:10:11.592702Z",3915,9.197,"other","{qID 3909MD9T21VBZOWSEH5MY1LUCSHFE2-1, sentence James was looking if there is any space to put the book into the shelf. The _ is small., option1 space, option2 book, answer 1}","2025-06-06T13:10:11.592722Z"
89,"1","2025-06-06T13:10:19.715645Z",3916,18.911,"performance, sucess, competence","{qID 3SNR5F7R947V9FYIFPB71YYMSK9EIS-1, sentence James was writing a poem on his jotter when the ink finished. The _ is a long ., option1 poem, option2 ink, answer 1}","2025-06-06T13:10:19.715665Z"
90,"1","2025-06-06T13:10:20.266888Z",3917,30.553,"other","{qID 34F34TZU7WXKFL71KPP6J0GOJZ2J2X-2, sentence The couple drank wine out of glasses instead of mugs, because the _ were clean., option1 mugs, option2 glasses, answer 2}","2025-06-06T13:10:20.266908Z"
91,"1","2025-06-06T13:10:20.849188Z",3918,8.103,"other","{qID 37PGLWGSJVKYVFQSBBMAZTBQBYPKIX-1, sentence Dividing the candy was more difficult than dividing the apples because every kid wanted the _ ., option1 candy, option2 apples, answer 1}","2025-06-06T13:10:20.849209Z"
92,"1","2025-06-06T13:10:21.457565Z",3919,13.084999999999999,"other","{qID 3O4VWC1GEW49033KOP3B2ALGKZ73J0-1, sentence Brian wanted to be a home based administrative assistant and Kenneth didn't because _ liked staying at home., option1 Brian, option2 Kenneth, answer 1}","2025-06-06T13:10:21.457617Z"
93,"1","2025-06-06T13:10:22.109460Z",3920,11.396999999999998,"performance, sucess, competence","{qID 3B6F54KMR2A6P38VOFY66IX6ND11SG-2, sentence Brian had a large collection of coins that Kevin really admired, so _ asked him for some duplicates., option1 Brian, option2 Kevin, answer 2}","2025-06-06T13:10:22.109481Z"
94,"1","2025-06-06T13:10:22.744502Z",3921,28.343,"relationship, helping","{qID 3APP19WN73SD09Z8JJS64YTSV1P6GK-2, sentence William forgot about all the times when Ian saved them, despite how _ was generally self-sacrificing., option1 William, option2 Ian, answer 2}","2025-06-06T13:10:22.744522Z"
95,"1","2025-06-06T13:10:23.357901Z",3922,3.936,"relationship, helping","{qID 3CMIQF80GP44DYTMMFXIYCXU1CV6QO-2, sentence Katrina's being taught how to speak Korean by Felicia, so _ was most likely born in Korea., option1 Katrina, option2 Felicia, answer 2}","2025-06-06T13:10:23.357921Z"
96,"1","2025-06-06T13:10:23.969817Z",3923,7.082000000000001,"Failure","{qID 3HEA4ZVWVF0J18AAX4ZA8VO39BB55O-2, sentence Jason denied Ian's passport application because _ did not provide the correct paperwork in time., option1 Jason, option2 Ian, answer 2}","2025-06-06T13:10:23.969841Z"
97,"1","2025-06-06T13:10:24.579526Z",3924,13.858,"other","{qID 32L724R85LIKCHO145FI3C9HHSMIPK-2, sentence I wanted a combination of Vanilla and tea tree essence scents but it smelled like Vanilla because the _ essence was too weak., option1 Vanilla, option2 tea tree, answer 2}","2025-06-06T13:10:24.579595Z"
98,"1","2025-06-06T13:10:25.202892Z",3925,15.562000000000001,"other","{qID 3LN50BUKPXP1W7VE96OVNQPINZBPLG-2, sentence I'd rather play on a soccer team than be a kicker on a foot ball team since the _ ball is harder to kick., option1 soccer, option2 foot, answer 2}","2025-06-06T13:10:25.202917Z"
99,"1","2025-06-06T13:10:25.816863Z",3926,6.868,"other","{qID 3I4E7AFQ2KXEZK1E3492KNPEER2TJB-1, sentence Kyle thought the temperature was too warm while William thought it was too cold, so _ turned the heat down., option1 Kyle, option2 William, answer 1}","2025-06-06T13:10:25.816898Z"
100,"1","2025-06-06T13:10:26.469445Z",3927,10.715,"Failure","{qID 3PIOQ99R7YKPIN7OI7R4IQSX6RPUNM-2, sentence William wanted an egg for breakfast, but Kevin ate the last one, so _ had to give them cereal., option1 William, option2 Kevin, answer 2}","2025-06-06T13:10:26.469466Z"
101,"1","2025-06-06T13:10:27.111493Z",3928,11.357,"other","{qID 3LN3BXKGC29BUOEEA15A2SS5J15WGU-2, sentence The woman sprayed cleaner on the mirror but skipped the countertop because the _ was clean., option1 mirror, option2 countertop, answer 2}","2025-06-06T13:10:27.111546Z"
102,"1","2025-06-06T13:10:27.734220Z",3929,7.237,"comparison of performance, road to sucess","{qID 3JY0Q5X05LKFX2OEVW1SGP6IQKYGGF-2, sentence Justin wrote a paragraph in his planner every day unlike Matthew because _ was disorganized., option1 Justin, option2 Matthew, answer 2}","2025-06-06T13:10:27.734240Z"
