qID,phrase,option1,option2,answer,label
3GL25Y6843SBH9GJBBNRPI210YNMXW-1,"I bought bracelets and rings at the store but liked the rings better, because the _ were more beautiful.",rings,bracelets,1,-1
3YGE63DIN8VZPV4MC147P2HHOZTW0R-1,"The sunburn was avoided better with lotion than with oil, because the _ had increased SPF.",lotion,oil,1,-1
35JDMRECC472JZTG53Z4OOXXOBZGEI-1,Neil told Derrick that he didn't have to spend a lot of money and could get a cheap domain name.  _ was knowledgeable.,Neil,Derrick,1,1
32FESTC2NJ4LL894DFUQUDMU158CUY-1,I played the guitar better than I played the piano because I practiced more on the _ .,guitar,piano,1,-1
3E22YV8GG14CQIZS1LSA8K5YYC7NPX-1,"Amy was standing far away from Jessica when the attack happened, so _ experienced little bleeding.",Amy,Jessica,1,-1
3T8DUCXY0N4PT8O5HSIPVTBBN3S9T1-1,"The emerald that my sister bought was better than the ruby that I had, because the _ was bigger.",emerald,ruby,1,-1
37OPIVELUU1DTI7F94F0D5J7IUDHAI-1,Marge put the leftovers in the microwave and the turkey in the oven because the _ was better for reheating.,microwave,oven,1,0
3SV8KD29L4Q5WGGVRHYW7QQ8JVIKZI-1,"The ground almonds that Donna normally used to exfoliate worked much better than the oats she tried, but the _ were cheaper.",oats,almonds,1,0
3P4C70TRMTVVJU2F6NY8THBPLY9GL1-1,"Randy is suffering from emetophobia and asks for Ian's help, because _ has never experienced it.",Randy,Ian,1,-1
38LRF35D5LUIEJEE0O7P9CUR1F53UW-1,"Although Jessica was a better cook than Victoria, _ could not make decent cocktail drinks to save their life.",Jessica,Victoria,1,-1
39I4RL8QGJFYRTRY035902X7QL2H4U-1,"The apple trees were producing better fruit than the orange trees, so the _ were cared for properly.",apple trees,orange trees,1,-1
30Y6N4AHYPUOGJOUPJIWHATJLOKDRK-1,Christine did a better job writing in the finals than Kayla because _ loved English.,Christine,Kayla,1,-1
3BS6ERDL935VU0QAXVFY6F2NUJUD6F-1,I got a better tan when I was at the beach than at the pool because it was sunnier at the _ .,beach,pool,1,-1
3LEG2HW4UH1J48KCLXALW0C4EJJ2F0-1,Kevin got over their cold quicker than Matthew because _ spent time resting at home and didn't go to work.,Kevin,Matthew,1,-1
375VSR8FVW7RJKTQH17T82CM96ARZD-1,The coffee that Kayla made was tastier than that of Felicia because _ used better beans.,Kayla,Felicia,1,-1
309D674SHZJRVK1RTQ1VXP6XI1EBCC-1,Ninja movies are a favorite of Christopher although Jeffrey likes westerns better. _ rented Crouching Tiger Hidden Dragon from Blockbuster.,Christopher,Jeffrey,1,0
3I6NF2WGIIAHH5ZUE0I1CSFT1IJG5B-1,"The kitchen in my moms house is a lot better than my garage, because the _ is more spacious.",kitchen,garage,1,-1
388FBO7JZT7LTLQ0C60TD9MIVN4NY9-1,"Laura is taking singing and dancing lessons from the Jessica, because _ wants to get better.",Laura,Jessica,1,-1
3ZFRE2BDQ9CBGGF2Q0DLXKYAAQUXZK-1,Kevin was a better baker than Hunter so _ could create a beauliful flan from the oven.,Kevin,Hunter,1,-1
3HEM8MA6HBQCN4BR1BWR4COBWTOQP5-1,"Although Lawrence was a better teacher than Nelson, _ had a harder time dealing with bullying.",Lawrence,Nelson,1,-1
3ATYLI1PRVGDGHVDRLZ3IB70A72OJT-1,So _ went to the hospital because Amy was sick while Mary was actually getting better.,Amy,Mary,1,-1
3WGCNLZJKF60NEPDRP3HBJB6HQ7D15-1,"The laundry detergent that Cynthia uses works better than Jennifer's, so _ must spend more money on it.",Cynthia,Jennifer,1,0
38DCH97KHJGG1T8T6YR77G20OP3QJJ-1,She decided to leave coach and make her way to catch a plane so she could get there faster but the _ actually got there faster due to delays.,coach,plane,1,-1
3QGHA0EA0JY09I7WAH1W9JD0F00BWW-1,"The project that I took on this year was better than my job last year, because the _ was easier.",project,job,1,-1
3VO4XFFP15K8N98KLRQACS9I3SUQ7K-1,"Erin could make some mean dishes while Samantha was mediocre at it, so _ was more skilled at cooking.",Erin,Samantha,1,-1
3FTID4TN8LWGBWO8GV8E8JUL239YL2-1,The herbs were sprouting better than the vegetables were growing in the garden because the _ had been fertilized.,herbs,vegetables,1,-1
3Z8UJEJOC1RZOGPIMBOY5EVMJ3C39K-1,"Mark prefers to treat problems with herbs over medecines, because the _ are better for his body.",herbs,medecines,1,-1
3BPP3MA3TCII5R7HGUWK1G25KRDELC-1,"Adam could install flooring expertly and quickly, which was great for the less skilled Michael. _ was quite efficient in his methods.",Adam,Michael,1,-1
3W0KKJIARTN569EF2PAJM4HC8HUK8T-1,"Erin failed to prevent Felicia from scoring a goal on her, although _ was usually faster than her.",Erin,Felicia,1,1
3XABXM4AJ13CNND3VWIGQS5DEGQ8QN-1,The breath of Benjamin was better than the breath of Jason was because _ made sure to gargle every day.,Benjamin,Jason,1,-1
3VMHWJRYHVE5BZO2POJEUSISYMYXFW-1,Dennis was better at expressing their feelings than Benjamin because _ thought it was important.,Dennis,Benjamin,1,-1
33P2GD6NRP6YZKF85T4PZHACC4QKHP-1,"I was alone in the dark, so I found it better to focus on using night vision goggles instead of lights as the _ were covert.",goggles,lights,1,-1
3I7KR83SNABQQPYINJ4XU2OFZBS9KN-1,"Sleeping better would help Lindsey do better in the class Christine teaches on the weekends, _ goes to class every weekend.",Lindsey,Christine,1,-1
367O8HRHKIM2BR4LVVT8WESHNF5S4L-1,Our experience was better after we chose the video game over the movie since the _ was stimulating.,video game,movie,1,-1
38F60IALAGF7XE0SHWZW2IAIFPD0T6-1,Kevin enjoyed a better view of the play than Jason because _ 's seat had a better perspective .,Kevin,Jason,1,-1
388FBO7JZT7LTLQ0C60TD9MJWXXYN0-1,The tree grew faster in the soil than the potted plant since the _ was saturated with water.,tree,plant,1,-1
307L9TDWJYQ5JTU53NV3VH2XYXF3N4-1,"Ben bought both an external hard drive and a USB. However, the _ was better because it was spacious.",hard drive,USB,1,-1
3RWB1RTQDJLRNBCOVJ3RQNF3EUPP8N-1,"The oil worked better to link the products than water, because the _ was slippery.",oil,water,1,-1
31ANT7FQNAGVH1U5Y60JXSRUGCB5H2-1,I prefer to communicate on paper while my friend likes to communicate on a computer screen by texting. She thinks words look better on the _ .,computer screen,paper,1,-1
3K3IX1W4S6P56Z53SHN5MELY4M0APV-1,The rod is better than the pipe for fitting in tight spaces because the _ is thinner.,rod,pipe,1,-1
3NKW03WTLM5NDO9LTZYM488ZWL4QWR-1,Ryan is better at telling a story than Neil because _ took storytelling classes in college.,Ryan,Neil,1,-1
3D17ECOUOG9HZBMNIY95Q8D2JAT13C-1,The orchid grew better than the rose did because the _ got more water and sun.,orchid,rose,1,-1
35ZRNT9RUKC2V3TOO07G24QBD4I3OL-1,The team performed better in the gym than on the field because it was slippery on the _ .,field,gym,1,-1
3NFWQRSHVECUPDTC0EJA66IX0CEGF0-1,Monica showed Victoria how to successfully reinstall Windows XP without a CD.  _ was knowledgeable.,Monica,Victoria,1,-1
3EN4YVUOUE60AQ95SCMZ1OYTL58XJV-1,"Giving a shirt as a gift is a better token of love than giving a hat, as the _ is a stronger symbol of affection.",shirt,hat,1,0
32PT7WK7DMDWXH3SETH0ZCQ3FFA3DM-1,Patricia had much better hearing than Jessica had because _ was a much younger person.,Patricia,Jessica,1,-1
3VJ4PFXFJ35IY4DZ93MZWK8XC4SUAD-1,Amy had a better solution to the problem than Christine because _ had the same issue prior.,Amy,Christine,1,-1
322ZSN9Z5IY3QRH0KVYY6JO3P7XT47-1,"After buying the animals food, the medicine treat for the dog was better than the syringe since the _ was full of medicine.",treat,syringe,1,-1
3IVEC1GSLPXDQ0P51LPSEH6JRUC1JO-1,Megan is a criminal defense lawyer and Maria is a family lawyer. _ is less knowledgeable about custody laws.,Megan,Maria,1,1
3O2Y2UIUCS8ELOO2A3GPWWYYVVKFK2-1,"Cynthia had better fishing lure than Jennifer; when they went fishing together, _ caught more fish.",Cynthia,Jennifer,1,-1
37G6BXQPLQJTWONU8Z4GI21ZPHZEQZ-1,Neil was a better public speaker than Lawrence because _ knew not how to appear awkward at the podium.,Neil,Lawrence,1,-1
3N3WJQXELSOQABV1NA1JZFTGI5N2LR-1,The Mangos grew better in the fields that Hunter owned versus those of Logan because _ used better fertilizer.,Hunter,Logan,1,-1
3YGE63DINABEJK3TWZG7H05PCGM0WT-1,The robe was more expensive than the pajamas because the _ was made of better materials.,robe,pajamas,1,-1
3D5G8J4N5CI2K40F4RZLF9OH4WJVTO-1,All of the reasons were so much better than the excuses because the _ were honest.,reasons,excuses,1,-1
31KPKEKW4CRMVH5I18KBUMS53TEB0T-1,"The wrinkles were getting bad on the comforter, so it was thrown in the dryer and not ironed with the iron as the _ was efficient.",dryer,iron,1,-1
3I4E7AFQ2KXEZK1E3492KNPEEWUTJD-1,"As part of the daily diet, Justin would eat the greens while Samuel wouldn't so _ ended up better.",Justin,Samuel,1,0
374UMBUHN5NRR6V8TCSGXJCJOEATCS-1,The herbs in Samantha's garden taste better than the ones that Erin has grown because _ is the smarter gardener.,Samantha,Erin,1,-1
3I7KR83SNABQQPYINJ4XU2OF4WF9KL-1,Family pictures are better taken outdoors in the yard rather than indoors in the building because in the _ there is better lighting.,yard,building,1,-1
36GJS3V78VOAUFF8J4AVL4APTJHJGS-1,"William had to fix the rip in Aaron's chiffon dress, because _ was better at sewing delicate projects.",William,Aaron,1,-1
3UV0D2KX1OXT7MZZPBT9PF93Z0PF4S-1,Although Kenneth was a much better writer than Joel even _ couldn't argue the other is a much better editor.,Kenneth,Joel,1,1
3DWNFENNE599COLV81KU4D1URROJ4I-1,The computers in the office ran faster than the ones in the school because the ones in the _ were older.,school,office,1,-1
36FQTHX3Z3P3IK580XQU4M23CP93BG-1,Joel was talented with water-based paint while Dennis loved to sing. _ was shy on stage.,Joel,Dennis,1,1
3LOJFQ4BOXD2TFBZZZ9ZGY75QW7KDF-1,Matthew was almost always in front of Dennis because _ was a far more experienced horse rider.,Matthew,Dennis,1,-1
3SNR5F7R92RGFQZBVRZ790ADY3BIEL-1,The car driven by Benjamin was much more damaged than Steven's because _ was driving faster.,Benjamin,Steven,1,-1
3L55D8AUFAVN8SU23IFF504Y8UNYCE-1,"Ben liked both moths and butterflies, but he found people liked the _ better because they were colorful.",butterflies,moths,1,-1
3CESM1J3EI1U36Q1EQKOY3R81YL6W0-1,"She loved dancing on the wood stage, but avoided the plastic stage, because the _ worked better with her shoes.",wood,plastic,1,-1
3GONHBMNHXCFGTF5WRNCE16KWPLMZI-1,The boy was more talented at playing the guitar than the piano because he played the _ at home.,guitar,piano,1,-1
3ZURAPD288LXLY39IVY7ZJERYMF1F3-1,"Ben wanted a faster ride to India. His mom booked both a train and plane ride. However, he returned the _ because it was inefficient.",train,plane ride,1,-1
3PZDSVZ3J5FQ1PD9310M5MU3CWFN4B-1,Mary preferred to use the toaster to warm her bread and not the microwave because the _ worked better.,toaster,microwave,1,-1
39TX062QX32PPC7GPRUCLHH4PV3X3A-1,The music sounded better coming from the organ than the piano because the _ was old and needed tuning.,piano,organ,1,0
3C8QQOM6JPZULW93CDMBMV0X74JLIQ-1,Matthew is better at installing siding on houses than Randy because _ works in the construction industry.,Matthew,Randy,1,-1
309D674SHZJRVK1RTQ1VXP6XI6ICBR-1,Victoria is better suited to being a property finder than Jennifer as _ has an intimate knowledge of the area.,Victoria,Jennifer,1,-1
3BFNCI9LYKOGG82INGEEZKG7YI237L-1,"In order for his love to be happy, he bought flowers and bags. She liked the _ better because they were long-lasting.",bags,flowers,1,-1
39N6W9XWRF1FJT9EP2NYNPDMWNNGYR-1,"It is better for girls to wear makeup and not a mask, because the _ is not noticeable.",makeup,mask,1,0
3JHB4BPSFK7C1SWD0OOUQO0O3ZR9QR-1,Gem liked the weather to be either cold or rainy. He liked the _ weather better because it was wet.,rainy,cold,1,-1
324N5FAHSZP3HLASAILTEI1KJP8VK6-1,Jessica is able to pour a beer better than Felicia because _ previously worked at a distillery.,Jessica,Felicia,1,-1
3INZSNUD80OICJS8V2IAQPTPKLN9D9-1,Stitching the sweater turned out better than the cloak that Cindy made. She was talented at making the _ .,sweater,cloak,1,-1
3EAWOID6MVB14V3O6PBBVYMB5HC0VV-1,"People understood Erin better than Samantha, due to _ pronouncing Latin more proficiently than others.",Erin,Samantha,1,-1
3ZTE0JGGCEQBEEQ0XV6H396WP44COW-1,"To be an expert at poker, Samuel chose to play the game for many, many, hours, learning from Robert because _ was not as skilled as him.",Samuel,Robert,1,-1
3M4KL7H8KX1GWU951073XBPNVLN61N-1,"The desktop worked better sitting on the couch than it did sitting on the pillow, because the _ generated little heat.",couch,pillow,1,0
31ODACBENWT90WRJTS0LZHTNKLYQS7-1,The marketer was able to sell the bands faster than the ball because the _ is cheap.,band,ball,1,-1
3D3B8GE89456V5U5K9L5IHYNN3DP9Y-1,The hospital in the city is better equipped but not as friendly as the hospital in the small town because the _ hires people that you don't likely know.,city,town,1,-1
37VUR2VJ6ANQIMJZRT86RDTOWTUC19-1,"Decisions were made much faster by Derrick than by Hunter , as _ could choose options easily.",Derrick,Hunter,1,-1
33TGB4G0LRVUOT5A46033UL2KCSTX0-1,"The kids abused the slides in the playground, but took better care of the swings.  They just thought the _ were a terrible ride.",slides,swings,1,-1
3RDTX9JRTYZ2VARY4PFOQXJTTP079J-1,Developing a new product for the mass market is customary for Kevin but not Leslie because _ is gifted.,Kevin,Leslie,1,1
3XEIP58NL0LGGMYDCHAXMQ3N8VVLZU-1,"Jim needed better time management, so he was contemplating between a planner and an AI. However, the _ was too complicated.",AI,planner,1,-1
363A7XIFV60X5816YR84K4YPG5NAV3-1,My friends ears were in better condition than my other friends eyes because the _ were closed shut.,eyes,ears,1,-1
3OID399FXIL67IISIMU2SJ39DKHFDJ-1,"The jug is larger than the pitcher, but the _ is a better size when making juice at lunch. There are less people.",pitcher,jug,1,0
3B0MCRZMBRSCT3B5H052C9AT37NPPB-1,"To hire an efficient worker, ben bought a notebook and laptop to record notes. He found the _ was more faster as he likes to type.",laptop,notebook,1,-1
3KTZHH2ONIDL28FB33BZ9JL848D8M6-1,"As they walked through the dark forest, Katrina could see much better than Amy, because _ was the one carrying a flashlight.",Katrina,Amy,1,-1
3W0XM68YZR9NV9UU34147UU4UL1K16-1,Victoria is able to move on after breakups quicker than Christine because _ doesn't live in the past.,Victoria,Christine,1,-1
3MG8450X2QO4FXI8IKGWEDL11KDUPD-1,"Preston liked learning violin better than piano at music class, because the _ hurt his back.",piano,violin,1,-1
3MA5N0ATTC912LBQGUEP8MWQXAKKWR-1,Katrina knew how to fix a broken leg but Rachel did not as _ was medically competent.,Katrina,Rachel,1,1
3TL87MO8CO3P5U6KV3SQBWBELMKFLL-1,Leslie asked Lawrence to tutor his daughter so she could get a better grade in French because _ didn't understand the language.,Leslie,Lawrence,1,-1
3QXFBUZ4ZKEJ8VQ2V3E9S6J05GJGUI-1,"Angela was better at training the new puppy than Lindsey, because _ is a dog trainer.",Angela,Lindsey,1,-1
38Z7YZ2SB305CTPG4IU73HZRHCUIQ4-1,"Robert's Pom-Pom was fluffier than Randy, so _ was able to cheer the team more effectively.",Robert,Randy,1,-1
32TZXEA1OLINNI6KYE2O8FH09XM410-1,Randy explained to his friend Hunter the rules to Australian Football.  _ was knowledgeable.,Randy,Hunter,1,-1
344M16OZKID8TRA2S7CZE86UK6CENC-1,Being a lawyer better suited Kenneth than Robert because _ was more confident cross examining witnesses.,Kenneth,Robert,1,-1
3PEG1BH7AG5O87CM51UTD67DGXSKBP-1,It is better to play a prank on Samuel than Craig because _ gets angry less often.,Samuel,Craig,1,-1
3VMV5CHJZ8D48IBDVYOZNAXYM4DGTW-1,Logan was a better employee than Eric because _ didn't tend to take a lot of breaks from the job.,Logan,Eric,1,-1
